linea,estacion,anio,mes,afluencia
Linea 9,Puebla,2014,07,1029033
Linea 9,Puebla,2014,08,1030348
Linea 9,Puebla,2014,09,1015910
Linea 9,Puebla,2014,10,1058338
Linea 9,Puebla,2014,11,969813
Linea 9,Puebla,2014,12,937239
Linea 9,Puebla,2015,01,972660
Linea 9,Puebla,2015,02,961482
Linea 9,Puebla,2015,03,1006640
Linea 9,Puebla,2015,04,1069252
Linea 9,Puebla,2015,05,1096723
Linea 9,Puebla,2015,06,1137916
Linea 9,Puebla,2015,07,1146726
Linea 9,Puebla,2015,08,1143169
Linea 9,Puebla,2015,09,1062618
Linea 9,Puebla,2015,10,1149402
Linea 9,Puebla,2015,11,988479
Linea 9,Puebla,2015,12,923675
Linea 9,Puebla,2016,01,907425
Linea 9,Puebla,2016,02,925421
Linea 9,Puebla,2016,03,835342
Linea 9,Puebla,2016,04,1033216
Linea 9,Puebla,2016,05,1046410
Linea 9,Puebla,2016,06,1015369
Linea 9,Puebla,2016,07,959268
Linea 9,Puebla,2016,08,1016685
Linea 9,Puebla,2016,09,1005691
Linea 9,Puebla,2016,10,1084683
Linea 9,Puebla,2016,11,1052524
Linea 9,Puebla,2016,12,1010709
Linea 9,Puebla,2017,01,1029828
Linea 9,Puebla,2017,02,986218
Linea 9,Puebla,2017,03,1114287
Linea 9,Puebla,2017,04,947565
Linea 9,Puebla,2017,05,1056381
Linea 9,Puebla,2017,06,1078176
Linea 9,Puebla,2017,07,1053470
Linea 9,Puebla,2017,08,1035003
Linea 9,Puebla,2017,09,701131
Linea 9,Puebla,2017,10,930824
Linea 9,Puebla,2017,11,973752
Linea 9,Puebla,2017,12,939536
Linea 9,Puebla,2018,01,983967
Linea 9,Puebla,2018,02,990400
Linea 9,Puebla,2018,03,1000855
Linea 9,Puebla,2018,04,1048068
Linea 9,Puebla,2018,05,1092958
Linea 9,Puebla,2018,06,1027881
Linea 9,Puebla,2018,07,968984
Linea 9,Puebla,2018,08,1005757
Linea 9,Puebla,2018,09,982384
Linea 9,Puebla,2018,10,1109896
Linea 9,Puebla,2018,11,1030541
Linea 9,Puebla,2018,12,953146
Linea 9,Puebla,2019,01,1031094
Linea 9,Puebla,2019,02,889993
Linea 9,Puebla,2019,03,1034245
Linea 9,Puebla,2019,04,970512
Linea 9,Puebla,2019,05,1106444
Linea 9,Puebla,2019,06,1004320
Linea 9,Puebla,2019,07,989529
Linea 9,Puebla,2019,08,1114407
Linea 9,Puebla,2019,09,985626
Linea 9,Puebla,2019,10,1058349
Linea 9,Puebla,2019,11,1043919
Linea 9,Puebla,2019,12,956762
Linea 9,Puebla,2020,01,951344
Linea 9,Puebla,2020,02,932310
Linea 9,Puebla,2020,03,837315
Linea 9,Puebla,2020,04,392802
Linea 9,Puebla,2020,05,393160
Linea 9,Puebla,2020,06,451973
Linea 9,Puebla,2020,07,534816
Linea 9,Puebla,2020,08,573519
Linea 9,Puebla,2020,09,564735
Linea 9,Puebla,2020,10,614712
Linea 9,Puebla,2020,11,566145
Linea 9,Puebla,2020,12,535262
Linea 9,Puebla,2021,01,564345
Linea 9,Puebla,2021,02,502197
Linea 9,Puebla,2021,03,465864
Linea 9,Puebla,2021,04,395553
Linea 9,Puebla,2021,05,613514
Linea 9,Puebla,2021,06,501835
Linea 9,Puebla,2021,07,533252
Linea 9,Puebla,2021,08,709689
Linea 9,Puebla,2021,09,660967
Linea 9,Puebla,2021,10,719375
Linea 9,Puebla,2021,11,732993
Linea 9,Puebla,2021,12,669389
Linea 9,Puebla,2022,01,604218
Linea 9,Puebla,2022,02,645743
Linea 9,Puebla,2022,03,763705
Linea 9,Puebla,2022,04,723643
Linea 9,Puebla,2022,05,814895
Linea 9,Puebla,2022,06,761375
Linea 9,Puebla,2022,07,1004675
Linea 9,Puebla,2022,08,1183236
Linea 9,Puebla,2022,09,1134998
Linea 9,Puebla,2022,10,1267613
Linea 9,Puebla,2022,11,1165074
Linea 9,Puebla,2022,12,1140771
Linea 9,Puebla,2023,01,1180641
Linea 9,Puebla,2023,02,1121583
Linea 9,Puebla,2023,03,1274369
Linea 9,Puebla,2023,04,1139612
Linea 9,Puebla,2023,05,1264299
Linea 9,Puebla,2023,06,1223831
Linea 9,Puebla,2023,07,1153482
Linea 9,Puebla,2023,08,1264373
Linea 9,Puebla,2023,09,1185100
Linea 9,Puebla,2023,10,1278723
Linea 9,Puebla,2023,11,1023200
Linea 9,Puebla,2023,12,523726
Linea 9,Puebla,2024,01,0
Linea 9,Puebla,2024,02,0
Linea 9,Puebla,2024,03,0
Linea 9,Puebla,2024,04,0
Linea 9,Puebla,2024,05,0
Linea 9,Puebla,2024,06,0
Linea 9,Puebla,2024,07,0
Linea 9,Puebla,2024,08,0
Linea 9,Puebla,2024,09,464344
Linea 9,Puebla,2024,10,841702
Linea 9,Puebla,2024,11,721307
Linea 9,Puebla,2024,12,688365
Linea 9,Puebla,2025,01,738758
Linea 9,Puebla,2025,02,734933
Linea 9,Puebla,2025,03,811820
Linea 9,Puebla,2025,04,783229
Linea 9,Puebla,2025,05,807922
Linea 9,Puebla,2025,06,765345
Linea 9,Puebla,2025,07,781938
Linea 9,Puebla,2025,08,741909
Linea 9,Puebla,2025,09,739980
Linea 9,Puebla,2025,10,879682
Linea 9,Puebla,2025,11,819566
Linea 9,Puebla,2025,12,736360
Linea 9,Puebla,2026,01,705724
Linea 9,Puebla,2026,02,682104
Linea 9,Puebla,2026,03,749223
Linea 9,Puebla,2026,04,736891
Linea 9,Puebla,2026,05,753519
Linea 9,Puebla,2026,06,648462
Linea 9,Puebla,2026,07,711663
Linea 9,Tacubaya,2010,01,1404670
Linea 9,Tacubaya,2010,02,1451769
Linea 9,Tacubaya,2010,03,1663444
Linea 9,Tacubaya,2010,04,1476910
Linea 9,Tacubaya,2010,05,1641173
Linea 9,Tacubaya,2010,06,1627343
Linea 9,Tacubaya,2010,07,1494185
Linea 9,Tacubaya,2010,08,1554865
Linea 9,Tacubaya,2010,09,1506593
Linea 9,Tacubaya,2010,10,1694449
Linea 9,Tacubaya,2010,11,1542537
Linea 9,Tacubaya,2010,12,1596387
Linea 9,Tacubaya,2011,01,1509564
Linea 9,Tacubaya,2011,02,1434412
Linea 9,Tacubaya,2011,03,1619959
Linea 9,Tacubaya,2011,04,1448539
Linea 9,Tacubaya,2011,05,1566547
Linea 9,Tacubaya,2011,06,1499083
Linea 9,Tacubaya,2011,07,1516059
Linea 9,Tacubaya,2011,08,1626714
Linea 9,Tacubaya,2011,09,1537079
Linea 9,Tacubaya,2011,10,1642673
Linea 9,Tacubaya,2011,11,1531403
Linea 9,Tacubaya,2011,12,1520559
Linea 9,Tacubaya,2012,01,1500715
Linea 9,Tacubaya,2012,02,1473677
Linea 9,Tacubaya,2012,03,2430695
Linea 9,Tacubaya,2012,04,2100945
Linea 9,Tacubaya,2012,05,2456171
Linea 9,Tacubaya,2012,06,2168952
Linea 9,Tacubaya,2012,07,2201678
Linea 9,Tacubaya,2012,08,2407541
Linea 9,Tacubaya,2012,09,2343523
Linea 9,Tacubaya,2012,10,2564950
Linea 9,Tacubaya,2012,11,1464448
Linea 9,Tacubaya,2012,12,1347605
Linea 9,Tacubaya,2013,01,1491614
Linea 9,Tacubaya,2013,02,1438510
Linea 9,Tacubaya,2013,03,1440827
Linea 9,Tacubaya,2013,04,1536011
Linea 9,Tacubaya,2013,05,1310684
Linea 9,Tacubaya,2013,06,1284858
Linea 9,Tacubaya,2013,07,1526513
Linea 9,Tacubaya,2013,08,1659486
Linea 9,Tacubaya,2013,09,1500741
Linea 9,Tacubaya,2013,10,1705912
Linea 9,Tacubaya,2013,11,1916651
Linea 9,Tacubaya,2013,12,1452032
Linea 9,Tacubaya,2014,01,1491240
Linea 9,Tacubaya,2014,02,1410650
Linea 9,Tacubaya,2014,03,1561658
Linea 9,Tacubaya,2014,04,1235233
Linea 9,Tacubaya,2014,05,1539932
Linea 9,Tacubaya,2014,06,1412383
Linea 9,Tacubaya,2014,07,1491265
Linea 9,Tacubaya,2014,08,1544636
Linea 9,Tacubaya,2014,09,1451828
Linea 9,Tacubaya,2014,10,1584408
Linea 9,Tacubaya,2014,11,1503398
Linea 9,Tacubaya,2014,12,1426403
Linea 9,Tacubaya,2015,01,1458135
Linea 9,Tacubaya,2015,02,1396320
Linea 9,Tacubaya,2015,03,1510057
Linea 9,Tacubaya,2015,04,1383676
Linea 9,Tacubaya,2015,05,1521777
Linea 9,Tacubaya,2015,06,1486844
Linea 9,Tacubaya,2015,07,1480574
Linea 9,Tacubaya,2015,08,1455250
Linea 9,Tacubaya,2015,09,1482426
Linea 9,Tacubaya,2015,10,1593925
Linea 9,Tacubaya,2015,11,1460327
Linea 9,Tacubaya,2015,12,1416090
Linea 9,Tacubaya,2016,01,1396078
Linea 9,Tacubaya,2016,02,1480673
Linea 9,Tacubaya,2016,03,1313817
Linea 9,Tacubaya,2016,04,1560627
Linea 9,Tacubaya,2016,05,1601159
Linea 9,Tacubaya,2016,06,1574381
Linea 9,Tacubaya,2016,07,1454024
Linea 9,Tacubaya,2016,08,1612150
Linea 9,Tacubaya,2016,09,1541866
Linea 9,Tacubaya,2016,10,1648081
Linea 9,Tacubaya,2016,11,1543311
Linea 9,Tacubaya,2016,12,1505552
Linea 9,Tacubaya,2017,01,1477683
Linea 9,Tacubaya,2017,02,1426404
Linea 9,Tacubaya,2017,03,1589956
Linea 9,Tacubaya,2017,04,1400967
Linea 9,Tacubaya,2017,05,1535610
Linea 9,Tacubaya,2017,06,1508637
Linea 9,Tacubaya,2017,07,1458693
Linea 9,Tacubaya,2017,08,1580809
Linea 9,Tacubaya,2017,09,1059169
Linea 9,Tacubaya,2017,10,1580488
Linea 9,Tacubaya,2017,11,1515369
Linea 9,Tacubaya,2017,12,1408535
Linea 9,Tacubaya,2018,01,1459073
Linea 9,Tacubaya,2018,02,1418524
Linea 9,Tacubaya,2018,03,1471759
Linea 9,Tacubaya,2018,04,1450089
Linea 9,Tacubaya,2018,05,1498951
Linea 9,Tacubaya,2018,06,1444862
Linea 9,Tacubaya,2018,07,1399061
Linea 9,Tacubaya,2018,08,1516037
Linea 9,Tacubaya,2018,09,1434306
Linea 9,Tacubaya,2018,10,1564586
Linea 9,Tacubaya,2018,11,1416006
Linea 9,Tacubaya,2018,12,1317038
Linea 9,Tacubaya,2019,01,1384937
Linea 9,Tacubaya,2019,02,1280400
Linea 9,Tacubaya,2019,03,1374449
Linea 9,Tacubaya,2019,04,1143320
Linea 9,Tacubaya,2019,05,1467638
Linea 9,Tacubaya,2019,06,1313613
Linea 9,Tacubaya,2019,07,1355047
Linea 9,Tacubaya,2019,08,1481668
Linea 9,Tacubaya,2019,09,1345735
Linea 9,Tacubaya,2019,10,1429871
Linea 9,Tacubaya,2019,11,1426626
Linea 9,Tacubaya,2019,12,1332415
Linea 9,Tacubaya,2020,01,1387700
Linea 9,Tacubaya,2020,02,1373484
Linea 9,Tacubaya,2020,03,1343393
Linea 9,Tacubaya,2020,04,544766
Linea 9,Tacubaya,2020,05,488694
Linea 9,Tacubaya,2020,06,562439
Linea 9,Tacubaya,2020,07,705528
Linea 9,Tacubaya,2020,08,783177
Linea 9,Tacubaya,2020,09,802932
Linea 9,Tacubaya,2020,10,895076
Linea 9,Tacubaya,2020,11,833293
Linea 9,Tacubaya,2020,12,812937
Linea 9,Tacubaya,2021,01,934924
Linea 9,Tacubaya,2021,02,722368
Linea 9,Tacubaya,2021,03,827320
Linea 9,Tacubaya,2021,04,759543
Linea 9,Tacubaya,2021,05,427073
Linea 9,Tacubaya,2021,06,654165
Linea 9,Tacubaya,2021,07,972130
Linea 9,Tacubaya,2021,08,1000899
Linea 9,Tacubaya,2021,09,997968
Linea 9,Tacubaya,2021,10,1105033
Linea 9,Tacubaya,2021,11,1079990
Linea 9,Tacubaya,2021,12,1086368
Linea 9,Tacubaya,2022,01,978495
Linea 9,Tacubaya,2022,02,960474
Linea 9,Tacubaya,2022,03,1220266
Linea 9,Tacubaya,2022,04,1132481
Linea 9,Tacubaya,2022,05,1259722
Linea 9,Tacubaya,2022,06,1198419
Linea 9,Tacubaya,2022,07,1398912
Linea 9,Tacubaya,2022,08,1598034
Linea 9,Tacubaya,2022,09,1578475
Linea 9,Tacubaya,2022,10,1679634
Linea 9,Tacubaya,2022,11,1605164
Linea 9,Tacubaya,2022,12,1558373
Linea 9,Tacubaya,2023,01,1449031
Linea 9,Tacubaya,2023,02,1477846
Linea 9,Tacubaya,2023,03,1657504
Linea 9,Tacubaya,2023,04,1435014
Linea 9,Tacubaya,2023,05,1587446
Linea 9,Tacubaya,2023,06,1417423
Linea 9,Tacubaya,2023,07,1474219
Linea 9,Tacubaya,2023,08,1597556
Linea 9,Tacubaya,2023,09,1356725
Linea 9,Tacubaya,2023,10,1212324
Linea 9,Tacubaya,2023,11,1594608
Linea 9,Tacubaya,2023,12,1916326
Linea 9,Tacubaya,2024,01,1764044
Linea 9,Tacubaya,2024,02,1712014
Linea 9,Tacubaya,2024,03,1680251
Linea 9,Tacubaya,2024,04,1782549
Linea 9,Tacubaya,2024,05,1797286
Linea 9,Tacubaya,2024,06,1656418
Linea 9,Tacubaya,2024,07,1731212
Linea 9,Tacubaya,2024,08,1817055
Linea 9,Tacubaya,2024,09,1768925
Linea 9,Tacubaya,2024,10,1904910
Linea 9,Tacubaya,2024,11,1796377
Linea 9,Tacubaya,2024,12,1714282
Linea 9,Tacubaya,2025,01,1802492
Linea 9,Tacubaya,2025,02,1652696
Linea 9,Tacubaya,2025,03,1823416
Linea 9,Tacubaya,2025,04,1696759
Linea 9,Tacubaya,2025,05,1879805
Linea 9,Tacubaya,2025,06,1822807
Linea 9,Tacubaya,2025,07,1905559
Linea 9,Tacubaya,2025,08,1920759
Linea 9,Tacubaya,2025,09,1884226
Linea 9,Tacubaya,2025,10,2023009
Linea 9,Tacubaya,2025,11,1820125
Linea 9,Tacubaya,2025,12,1463027
Linea 9,Tacubaya,2026,01,1401307
Linea 9,Tacubaya,2026,02,1291879
Linea 9,Tacubaya,2026,03,1390081
Linea 9,Tacubaya,2026,04,1290221
Linea 9,Tacubaya,2026,05,1286131
Linea 9,Tacubaya,2026,06,1228051
Linea 9,Tacubaya,2026,07,1322900
Linea 9,Velódromo,2010,01,234206
Linea 9,Velódromo,2010,02,261156
Linea 9,Velódromo,2010,03,293739
Linea 9,Velódromo,2010,04,309104
Linea 9,Velódromo,2010,05,304452
Linea 9,Velódromo,2010,06,283626
Linea 9,Velódromo,2010,07,259870
Linea 9,Velódromo,2010,08,351497
Linea 9,Velódromo,2010,09,268969
Linea 9,Velódromo,2010,10,371749
Linea 9,Velódromo,2010,11,275660
Linea 9,Velódromo,2010,12,378841
Linea 9,Velódromo,2011,01,268274
Linea 9,Velódromo,2011,02,260973
Linea 9,Velódromo,2011,03,338129
Linea 9,Velódromo,2011,04,284227
Linea 9,Velódromo,2011,05,328973
Linea 9,Velódromo,2011,06,295653
Linea 9,Velódromo,2011,07,270222
Linea 9,Velódromo,2011,08,323455
Linea 9,Velódromo,2011,09,305356
Linea 9,Velódromo,2011,10,345837
Linea 9,Velódromo,2011,11,307850
Linea 9,Velódromo,2011,12,314699
Linea 9,Velódromo,2012,01,262655
Linea 9,Velódromo,2012,02,260551
Linea 9,Velódromo,2012,03,390144
Linea 9,Velódromo,2012,04,332588
Linea 9,Velódromo,2012,05,369914
Linea 9,Velódromo,2012,06,325649
Linea 9,Velódromo,2012,07,334990
Linea 9,Velódromo,2012,08,378920
Linea 9,Velódromo,2012,09,365874
Linea 9,Velódromo,2012,10,379422
Linea 9,Velódromo,2012,11,275706
Linea 9,Velódromo,2012,12,299053
Linea 9,Velódromo,2013,01,269102
Linea 9,Velódromo,2013,02,263460
Linea 9,Velódromo,2013,03,289649
Linea 9,Velódromo,2013,04,298684
Linea 9,Velódromo,2013,05,287776
Linea 9,Velódromo,2013,06,291729
Linea 9,Velódromo,2013,07,266557
Linea 9,Velódromo,2013,08,298474
Linea 9,Velódromo,2013,09,292434
Linea 9,Velódromo,2013,10,349568
Linea 9,Velódromo,2013,11,304945
Linea 9,Velódromo,2013,12,304818
Linea 9,Velódromo,2014,01,264750
Linea 9,Velódromo,2014,02,248408
Linea 9,Velódromo,2014,03,288468
Linea 9,Velódromo,2014,04,241951
Linea 9,Velódromo,2014,05,283444
Linea 9,Velódromo,2014,06,255183
Linea 9,Velódromo,2014,07,253931
Linea 9,Velódromo,2014,08,287450
Linea 9,Velódromo,2014,09,274264
Linea 9,Velódromo,2014,10,305331
Linea 9,Velódromo,2014,11,252154
Linea 9,Velódromo,2014,12,260457
Linea 9,Velódromo,2015,01,262552
Linea 9,Velódromo,2015,02,244058
Linea 9,Velódromo,2015,03,275582
Linea 9,Velódromo,2015,04,248772
Linea 9,Velódromo,2015,05,269043
Linea 9,Velódromo,2015,06,263018
Linea 9,Velódromo,2015,07,268725
Linea 9,Velódromo,2015,08,267198
Linea 9,Velódromo,2015,09,297545
Linea 9,Velódromo,2015,10,328274
Linea 9,Velódromo,2015,11,292008
Linea 9,Velódromo,2015,12,286588
Linea 9,Velódromo,2016,01,258847
Linea 9,Velódromo,2016,02,265535
Linea 9,Velódromo,2016,03,250235
Linea 9,Velódromo,2016,04,306234
Linea 9,Velódromo,2016,05,290223
Linea 9,Velódromo,2016,06,273537
Linea 9,Velódromo,2016,07,251063
Linea 9,Velódromo,2016,08,281053
Linea 9,Velódromo,2016,09,293943
Linea 9,Velódromo,2016,10,353217
Linea 9,Velódromo,2016,11,298059
Linea 9,Velódromo,2016,12,279958
Linea 9,Velódromo,2017,01,263913
Linea 9,Velódromo,2017,02,279975
Linea 9,Velódromo,2017,03,299258
Linea 9,Velódromo,2017,04,237184
Linea 9,Velódromo,2017,05,287488
Linea 9,Velódromo,2017,06,278727
Linea 9,Velódromo,2017,07,257701
Linea 9,Velódromo,2017,08,271079
Linea 9,Velódromo,2017,09,196131
Linea 9,Velódromo,2017,10,336147
Linea 9,Velódromo,2017,11,290360
Linea 9,Velódromo,2017,12,273970
Linea 9,Velódromo,2018,01,248507
Linea 9,Velódromo,2018,02,263519
Linea 9,Velódromo,2018,03,283486
Linea 9,Velódromo,2018,04,250057
Linea 9,Velódromo,2018,05,285036
Linea 9,Velódromo,2018,06,283796
Linea 9,Velódromo,2018,07,249246
Linea 9,Velódromo,2018,08,280487
Linea 9,Velódromo,2018,09,256812
Linea 9,Velódromo,2018,10,321503
Linea 9,Velódromo,2018,11,261001
Linea 9,Velódromo,2018,12,270388
Linea 9,Velódromo,2019,01,276806
Linea 9,Velódromo,2019,02,260039
Linea 9,Velódromo,2019,03,280764
Linea 9,Velódromo,2019,04,242009
Linea 9,Velódromo,2019,05,292613
Linea 9,Velódromo,2019,06,255369
Linea 9,Velódromo,2019,07,249703
Linea 9,Velódromo,2019,08,273137
Linea 9,Velódromo,2019,09,289237
Linea 9,Velódromo,2019,10,313616
Linea 9,Velódromo,2019,11,290995
Linea 9,Velódromo,2019,12,264557
Linea 9,Velódromo,2020,01,270149
Linea 9,Velódromo,2020,02,284323
Linea 9,Velódromo,2020,03,219894
Linea 9,Velódromo,2020,04,37257
Linea 9,Velódromo,2020,05,19101
Linea 9,Velódromo,2020,06,54889
Linea 9,Velódromo,2020,07,83663
Linea 9,Velódromo,2020,08,97235
Linea 9,Velódromo,2020,09,102607
Linea 9,Velódromo,2020,10,124274
Linea 9,Velódromo,2020,11,116934
Linea 9,Velódromo,2020,12,108080
Linea 9,Velódromo,2021,01,87975
Linea 9,Velódromo,2021,02,101936
Linea 9,Velódromo,2021,03,216206
Linea 9,Velódromo,2021,04,105031
Linea 9,Velódromo,2021,05,133356
Linea 9,Velódromo,2021,06,128939
Linea 9,Velódromo,2021,07,175123
Linea 9,Velódromo,2021,08,150894
Linea 9,Velódromo,2021,09,151363
Linea 9,Velódromo,2021,10,173698
Linea 9,Velódromo,2021,11,182971
Linea 9,Velódromo,2021,12,162508
Linea 9,Velódromo,2022,01,172190
Linea 9,Velódromo,2022,02,231654
Linea 9,Velódromo,2022,03,213091
Linea 9,Velódromo,2022,04,165107
Linea 9,Velódromo,2022,05,209682
Linea 9,Velódromo,2022,06,193707
Linea 9,Velódromo,2022,07,193718
Linea 9,Velódromo,2022,08,201130
Linea 9,Velódromo,2022,09,219479
Linea 9,Velódromo,2022,10,287512
Linea 9,Velódromo,2022,11,249121
Linea 9,Velódromo,2022,12,211742
Linea 9,Velódromo,2023,01,212486
Linea 9,Velódromo,2023,02,193148
Linea 9,Velódromo,2023,03,252817
Linea 9,Velódromo,2023,04,199737
Linea 9,Velódromo,2023,05,233457
Linea 9,Velódromo,2023,06,197818
Linea 9,Velódromo,2023,07,176662
Linea 9,Velódromo,2023,08,217819
Linea 9,Velódromo,2023,09,230826
Linea 9,Velódromo,2023,10,286748
Linea 9,Velódromo,2023,11,223003
Linea 9,Velódromo,2023,12,687905
Linea 9,Velódromo,2024,01,1430256
Linea 9,Velódromo,2024,02,1353039
Linea 9,Velódromo,2024,03,1370417
Linea 9,Velódromo,2024,04,1503287
Linea 9,Velódromo,2024,05,1521541
Linea 9,Velódromo,2024,06,1410891
Linea 9,Velódromo,2024,07,1431642
Linea 9,Velódromo,2024,08,1475152
Linea 9,Velódromo,2024,09,543291
Linea 9,Velódromo,2024,10,285601
Linea 9,Velódromo,2024,11,253995
Linea 9,Velódromo,2024,12,214810
Linea 9,Velódromo,2025,01,190757
Linea 9,Velódromo,2025,02,207348
Linea 9,Velódromo,2025,03,275236
Linea 9,Velódromo,2025,04,206190
Linea 9,Velódromo,2025,05,198833
Linea 9,Velódromo,2025,06,227674
Linea 9,Velódromo,2025,07,195692
Linea 9,Velódromo,2025,08,231782
Linea 9,Velódromo,2025,09,278654
Linea 9,Velódromo,2025,10,327478
Linea 9,Velódromo,2025,11,292467
Linea 9,Velódromo,2025,12,267106
Linea 9,Velódromo,2026,01,207358
Linea 9,Velódromo,2026,02,217370
Linea 9,Velódromo,2026,03,233233
Linea 9,Velódromo,2026,04,215108
Linea 9,Velódromo,2026,05,291484
Linea 9,Velódromo,2026,06,211601
Linea 9,Velódromo,2026,07,228630
Linea A,Acatitla,2010,01,395131
Linea A,Acatitla,2010,02,441732
Linea A,Acatitla,2010,03,481186
Linea A,Acatitla,2010,04,442428
Linea A,Acatitla,2010,05,459668
Linea A,Acatitla,2010,06,444782
Linea A,Acatitla,2010,07,440529
Linea A,Acatitla,2010,08,472514
Linea A,Acatitla,2010,09,447486
Linea A,Acatitla,2010,10,490649
Linea A,Acatitla,2010,11,460111
Linea A,Acatitla,2010,12,488925
Linea A,Acatitla,2011,01,585581
Linea A,Acatitla,2011,02,598032
Linea A,Acatitla,2011,03,655867
Linea A,Acatitla,2011,04,559894
Linea A,Acatitla,2011,05,586393
Linea A,Acatitla,2011,06,583201
Linea A,Acatitla,2011,07,589932
Linea A,Acatitla,2011,08,634736
Linea A,Acatitla,2011,09,608126
Linea A,Acatitla,2011,10,634741
Linea A,Acatitla,2011,11,600923
Linea A,Acatitla,2011,12,595505
Linea A,Acatitla,2012,01,526147
Linea A,Acatitla,2012,02,522795
Linea A,Acatitla,2012,03,533276
Linea A,Acatitla,2012,04,491888
Linea A,Acatitla,2012,05,559617
Linea A,Acatitla,2012,06,511815
Linea A,Acatitla,2012,07,104672
Linea A,Acatitla,2012,08,92340
Linea A,Acatitla,2012,09,472278
Linea A,Acatitla,2012,10,542389
Linea A,Acatitla,2012,11,403186
Linea A,Acatitla,2012,12,422267
Linea A,Acatitla,2013,01,397604
Linea A,Acatitla,2013,02,378450
Linea A,Acatitla,2013,03,391897
Linea A,Acatitla,2013,04,422290
Linea A,Acatitla,2013,05,431614
Linea A,Acatitla,2013,06,399948
Linea A,Acatitla,2013,07,414599
Linea A,Acatitla,2013,08,436916
Linea A,Acatitla,2013,09,386876
Linea A,Acatitla,2013,10,444973
Linea A,Acatitla,2013,11,418937
Linea A,Acatitla,2013,12,425187
Linea A,Acatitla,2014,01,420401
Linea A,Acatitla,2014,02,404728
Linea A,Acatitla,2014,03,441555
Linea A,Acatitla,2014,04,407957
Linea A,Acatitla,2014,05,420364
Linea A,Acatitla,2014,06,401885
Linea A,Acatitla,2014,07,399815
Linea A,Acatitla,2014,08,420259
Linea A,Acatitla,2014,09,399690
Linea A,Acatitla,2014,10,431462
Linea A,Acatitla,2014,11,391970
Linea A,Acatitla,2014,12,421697
Linea A,Acatitla,2015,01,397170
Linea A,Acatitla,2015,02,380006
Linea A,Acatitla,2015,03,408449
Linea A,Acatitla,2015,04,385245
Linea A,Acatitla,2015,05,395416
Linea A,Acatitla,2015,06,162027
Linea A,Acatitla,2015,07,0
Linea A,Acatitla,2015,08,89053
Linea A,Acatitla,2015,09,367250
Linea A,Acatitla,2015,10,405540
Linea A,Acatitla,2015,11,370508
Linea A,Acatitla,2015,12,407567
Linea A,Acatitla,2016,01,369928
Linea A,Acatitla,2016,02,383157
Linea A,Acatitla,2016,03,368508
Linea A,Acatitla,2016,04,400419
Linea A,Acatitla,2016,05,398492
Linea A,Acatitla,2016,06,390169
Linea A,Acatitla,2016,07,384784
Linea A,Acatitla,2016,08,410262
Linea A,Acatitla,2016,09,426163
Linea A,Acatitla,2016,10,438668
Linea A,Acatitla,2016,11,413709
Linea A,Acatitla,2016,12,448445
Linea A,Acatitla,2017,01,405197
Linea A,Acatitla,2017,02,375749
Linea A,Acatitla,2017,03,422112
Linea A,Acatitla,2017,04,393843
Linea A,Acatitla,2017,05,429047
Linea A,Acatitla,2017,06,409777
Linea A,Acatitla,2017,07,404231
Linea A,Acatitla,2017,08,441057
Linea A,Acatitla,2017,09,293883
Linea A,Acatitla,2017,10,457631
Linea A,Acatitla,2017,11,434836
Linea A,Acatitla,2017,12,438490
Linea A,Acatitla,2018,01,423491
Linea A,Acatitla,2018,02,395789
Linea A,Acatitla,2018,03,437041
Linea A,Acatitla,2018,04,434616
Linea A,Acatitla,2018,05,447045
Linea A,Acatitla,2018,06,408140
Linea A,Acatitla,2018,07,407861
Linea A,Acatitla,2018,08,483370
Linea A,Acatitla,2018,09,466433
Linea A,Acatitla,2018,10,503597
Linea A,Acatitla,2018,11,469809
Linea A,Acatitla,2018,12,463397
Linea A,Acatitla,2019,01,471874
Linea A,Acatitla,2019,02,444748
Linea A,Acatitla,2019,03,485992
Linea A,Acatitla,2019,04,457591
Linea A,Acatitla,2019,05,496032
Linea A,Acatitla,2019,06,476748
Linea A,Acatitla,2019,07,483284
Linea A,Acatitla,2019,08,515344
Linea A,Acatitla,2019,09,482581
Linea A,Acatitla,2019,10,521013
Linea A,Acatitla,2019,11,524150
Linea A,Acatitla,2019,12,487098
Linea A,Acatitla,2020,01,481197
Linea A,Acatitla,2020,02,492671
Linea A,Acatitla,2020,03,430997
Linea A,Acatitla,2020,04,222197
Linea A,Acatitla,2020,05,198666
Linea A,Acatitla,2020,06,241812
Linea A,Acatitla,2020,07,291261
Linea A,Acatitla,2020,08,276369
Linea A,Acatitla,2020,09,269705
Linea A,Acatitla,2020,10,312437
Linea A,Acatitla,2020,11,297124
Linea A,Acatitla,2020,12,302612
Linea A,Acatitla,2021,01,232538
Linea A,Acatitla,2021,02,226044
Linea A,Acatitla,2021,03,259330
Linea A,Acatitla,2021,04,233613
Linea A,Acatitla,2021,05,273447
Linea A,Acatitla,2021,06,273079
Linea A,Acatitla,2021,07,313683
Linea A,Acatitla,2021,08,304191
Linea A,Acatitla,2021,09,309999
Linea A,Acatitla,2021,10,372928
Linea A,Acatitla,2021,11,393790
Linea A,Acatitla,2021,12,448049
Linea A,Acatitla,2022,01,366754
Linea A,Acatitla,2022,02,375172
Linea A,Acatitla,2022,03,467507
Linea A,Acatitla,2022,04,413830
Linea A,Acatitla,2022,05,457026
